phrase,level
comically,3
silence,2
Abbass,2
elemental,2
Lilia,2
rocket,2
catch,2
offering,2
turntable,2
outselling,2
electric,3
guitar,2
Transforms,2
irrevocable,2
disease-of,2
the-week,2
Song,2
infinitely,2
spouses,2
Seldahl,2
Wollter,2
statement,2
aspirations,2
assimilated,2
settles,2
compulsively,2
daytime-drama,2
annoying,0
specimen,2
dread,0
encountering,2
Fanboy,1
unoriginal,1
gender-bending,2
tonal,2
shifts,2
jolting,3
transitions,2
commander-in-chief,3
Bigelow,2
demonstrates,2
propels,3
upper,2
echelons,2
screams,1
workaday,2
inertia,2
indulging,2
striving,3
solipsism,2
smoothly,3
impersonation,2
enjoying,3
sweet-and-sour,2
gelati,2
conversation,2
inside-show-biz,2
yarns,2
Characterization,2
terrifically,3
Spielbergian,2
curtain,2
separates,2
comics,2
intent,2
hammering,2
forgets,1
impressively,3
discreet,2
mini,2
DV,2
car-wreck,0
swiftly,2
rises,2
maintained,3
casualties,2
proceeds,2
stunningly,4
conceit,1
interdependence,2
accomodates,2
practical,2
unstinting,1
qual,2
Kafkaesque,2
overnight,2
robbed,1
persecuted,2
technical,2
estrogen,2
feminine,2
cannier,2
doppelganger,2
XXX,1
flex-a-thon,2
Imamura,2
Water,2
Under,2
Bridge,2
strengths,2
environmental,2
pollution,1
ripper,2
chill,1
Naomi,2
Watts,2
petite,2
vulnerable,2
emphasising,2
plight,2
hefty,2
thematic,2
eternity,2
even-toned,2
Exactly,2
lusty,2
boisterous,2
darkly,2
grueling,1
time-consuming,1
illusion,2
liking,3
garbage,1
Rogers,2
shut,2
sexes,2
Deliberately,2
skillfully,3
imbue,2
anti-establishment,2
whip-crack,2
buddy,2
whimper,1
stumbles,1
neglected,1
old-hat,1
set-up,2
spy-action,2
offended,1
display,2
deception,1
convincingly,2
disassociation,2
crudities,2
Lagaan,3
unorthodox,2
organized,3
strangest,2
pleasing,4
re-assess,2
evaluate,2
meaningless,0
activity,2
Balk,2
neo-realist,2
Plummer,2
camp,2
wounded,2
wounding,2
Uncle,2
Ralph,2
nightmare,0
population,3
shrugging,2
acceptance,2
deemed,2
hired,2
portray,2
Richard,2
Dawson,2
compassionate,3
reaching,2
outcome,2
acumen,3
collect,2
instance,2
learning,2
inventing,3
smart-aleck,1
brat,2
Garcia,2
wobbly,1
tenth,2
delusions,1
unstable,1
accident,1
Accidental,2
sappy,1
Pellington,2
conjuring,2
sinister,1
menacing,1
flashing,2
lights,2
rattling,2
bump,2
Heartwarming,3
Petter,2
N忙ss,2
Axel,2
Hellstenius,2
teachers,2
increase,2
student,2
self-esteem,2
imparted,2
proficiency,3
Lothario,2
vary,2
balancing,2
deafening,1
receiving,2
Department,2
telegrams,2
kicking,2
undead,2
plaguing,2
relentlessly,2
globalizing,2
Marshall,2
account,2
Lan,2
Yu,2
verisimilitude,2
toes,2
tapping,2
slave,2
inhuman,1
THE,2
GUYS,2
static,1
skims,2
1972,2
surfing,2
Taiwanese,2
auteur,2
fallen,1
Hatfield,2
Hicks,2
oddest,1
couples,2
gambles,2
publishing,2
exists,2
ramifications,2
Best,4
insecure,1
baffling,2
severe,2
rejection,2
Often,2
Humorous,4
refreshed,3
Balzac,2
Seamstress,2
SO,2
review,2
superficial,2
midlife,2
crisis,2
18,2
80,2
shrapnel,2
mental,2
shellshock,2
linger,2
vignettes,2
cumulative,2
enters,2
realm,2
non-porn,2
venture,2
bag,2
chew,2
Girardot,2
creep,1
impervious,1
wittier,3
Alone,2
Feardotcom,2
Hispanic,2
teeth-clenching,3
Molina,2
Laissez,2
Passer,2
170,2
Were,2
valiant,3
progressive,2
bull,1
china,2
shop,2
provocateur,2
crashing,2
special-interest,2
slaps,2
brand,2
liberalism,2
manifestation,2
institutionalized,2
slavery,2
black-owned,2
label,2
white-empowered,2
leaving,2
poor-me,1
Snowball,2
sugar,2
coating,2
falcon,2
skies,2
greatness,3
Boasts,2
Jose,2
Iris,2
technique,2
imply,2
terror,1
suggestion,2
overuse,1
happiness,4
guilt,1
three-dimensional,2
middle-aged,2
Cannon,2
confidence,3
drumming,2
routines,2
graces,3
restatement,2
validated,2
fiercely,2
precarious,1
extravagant,4
exiled,2
aristocracy,2
victorious,3
revolutionaries,2
arthouse,2
hackles,2
courtroom,2
nifty,3
top-billed,2
Bruce,2
Willis,2
undoubtedly,2
OS,2
fervently,2
held,2
thinkers,2
perceptive,3
severely,2
tested,2
immaturity,1
flash,2
videos,2
Filmmakers,2
Dana,2
Janklowicz-Mann,2
Amir,2
Mann,2
headed,2
East,2
detailing,3
welcomed,3
tens,3
thousands,2
democracie,2
edifying,2
Bartlett,2
Tuck,2
Tucker,2
commended,2
merits,3
saved,2
kids-cute,3
faked,1
stately,2
fleet-footed,2
Sorvino,3
glows,3
conniving,2
amazingly,3
suitable,3
requiring,2
gonna,2
real-time,2
propulsive,3
dominated,3
aliens,2
super,4
revigorates,3
concentrates,2
sway,2
squad,2
psychopathic,1
underdogs,2
tar,2
unsuspecting,2
lawmen,2
reaches,2
rival,1
vegetables,2
batch,3
Qutting,2
attract,2
upscale,3
hungry,2
nostalgic,3
twisty,2
screwed-up,1
dared,3
idealistic,2
chooses,2
champion,3
losing,1
wildcard,1
wacky,2
nutty,2
flinch,2
prognosis,2
M.,2
Night,2
weave,2
gasp,3
shudder,2
tremble,2
machismo,2
deliciously,3
bone-dry,2
mournfully,1
Impossible,2
embracing,4
vs.,2
offerings,2
produced,2
tamer,2
advertised,2
ethics,3
compromise,2
initial,2
jarring,2
new-agey,2
estrogen-free,1
big-time,3
link,2
kinds,2
obstacles,1
preteen,2
To,2
romantics,3
leather,2
pants,2
augmented,2
boobs,3
resuscitate,3
fun-loving,3
libertine,2
handbag-clutching,3
pronounce,2
KOK,2
Beavis,2
Butthead,2
elicit,2
luvvies,2
raptures,2
introspective,2
wider,2
niche,2
Chicago,2
Gere,2
shoes,2
hoofing,2
crooning,2
bites,2
linking,2
massacre,2
Armenians,2
1915,2
Kilmer,2
Doors,2
ravaging,2
Saving,2
Private,2
recreated,2
little-known,2
Native,2
Bean,2
investigation,2
versus,2
flashback,2
Playing,2
Bergmanesque,2
monstrous,1
lunatic,2
Griffin,2
Co.,2
Altman-esque,2
spins,2
snazziness,2
conspicuous,1
anomie,2
reincarnation,2
fetishism,2
founding,2
Yong,2
Kang,2
Kozmo,2
growth,3
lifetime,2
calculated,2
postmodern,2
pastiche,2
manual,1
Does,3
relating,2
Anakin,2
lustrous,3
Lacks,1
bloated,1
rawness,2
live-wire,3
amaze,4
literature,2
killing,2
bound,3
strays,1
Brims,2
eccentric,2
accident-prone,1
secondary,1
Psycho,2
claws,2
river,2
pours,2
Fudges,2
purer,2
food-for-thought,2
instructive,3
Gong,2
Li,2
Ziyi,2
stakes,2
Nohe,2
gullible,2
blind,2
co-operative,2
interaction,2
glory,2
Weekend,3
Three,2
Things,2
Know,2
cognizant,2
puzzling,1
devoid,2
objectivity,2
comments,2
participants,2
eye-rolling,2
walks,2
tightrope,2
wicked,3
zany,2
Live-style,2
parody,2
Blaxploitation,2
dishes,2
ton,2
harshness,2
throwing,2
fastballs,2
Hunk,2
Weird,1
A.,2
teenagers,2
alternative,2
Flatman,2
huge-screen,3
educates,3
'em,2
Brave,3
rendered,2
unrelentingly,2
achieve,3
wedding,2
beasts,2
stalking,0
merited,2
Sad,2
alienation,1
fuels,2
self-destructiveness,0
stamp,2
visualize,2
schizophrenia,2
Seeks,2
quasi-Shakespearean,2
misogynist,1
Mordantly,2
intimately,2
school-age,2
flawless,4
amounts,2
AAA,2
blast,3
rated,2
EEE,2
Hollywood-predictable,1
travail,2
Shiner,3
organizing,2
Laura,2
Cahill,2
unexceptional,0
emerging,2
appropriately,2
lazy,1
afternoon,2
concludes,2
dawn,2
Vibrantly,3
colored,2
designed,2
Sweetly,3
wash,2
pun,2
watched,2
side-by-side,2
Ringu,2
successor,2
stranger,2
screenwriter,2
Charlie,2
marveled,3
rendering,2
snow,2
flames,2
hand-drawn,2
Prepare,3
Picpus,2
crisper,2
punchier,3
hankies,2
Verete,2
comprise,2
fulfilling,3
gestalt,2
Bursting,2
from-television,2
too-spectacular,1
coastal,2
distracts,1
good-naturedly,3
aimless,1
drama\/character,2
outright,2
newness,2
Plus,2
mentioned,2
C'mon,2
husband,2
effecting,3
Shrek,3
Spirit,2
enter,3
modestly,3
profoundly,3
irritates,1
saddens,1
explode,3
obnoxiously,1
"2,500",2
Bubba,2
Ho-Tep,2
evident,2
languishing,1
shelf,2
escapade,2
Sofia,2
genes,2
spot,3
conceive,2
ideal,3
aged,1
suggesting,2
fourth,2
boils,2
matchmaking,2
Beginners,2
dragons,1
Kudos,2
enchanting,3
dispatching,2
Colorful,3
suddenly,2
Burkinabe,2
Dani,2
Kouyate,2
reworking,2
7th-century,2
allegory,2
throat,2
reaffirming,2
visualizing,2
riffs,2
diciness,2
colonics,2
ads,2
periods,2
perils,2
outr茅,2
slowly,2
seeking,2
definitive,3
Westbrook,2
measure,2
peak,3
Werner,2
shapes,2
endear,3
notable,3
boarders,2
co-winner,3
Audience,2
Award,2
missteps,2
motivation,2
Abagnale,2
antics,2
sermon,2
Welsh,2
curious,3
learns,2
Verdu,2
mourns,1
wow,3
factors,2
proclaim,2
love-struck,3
somebodies,2
burnt,2
marathons,2
bored,1
Carol,2
depends,2
flatulence,1
indelible,2
facing,2
Sexy,2
flippant,2
Lock,2
Stock,2
Smoking,2
Barrels,2
moody,2
Quite,2
immerse,2
Crocodile,2
Steve,2
distinct,2
errs,2
tempered,2
soft,2
gentility,2
closet,2
skeletons,2
cat-and-mouse,2
meatier,2
tipped,2
range,2
robust,3
Shanghai,2
Ghetto,1
voices,2
70s,2
aching,1
decide,2
ploddingly,2
structure,2
concentrate,2
Sea,2
interpersonal,2
shmear,2
Elling,2
releases,2
Road,2
Warrior,2
owes,2
debts,1
Aliens,2
dragon,2
workable,2
primer,2
region,2
10th-grade,2
Samuel,2
Beckett,2
applied,2
Willie,2
trumpet,2
a-bornin,2
agitprop,2
thinness,2
failure,0
appalling,0
downright,2
stepmother,2
underwater,2
ghost,2
Ocean,2
spits,2
grizzled,2
charred,2
northwest,2
Bermuda,2
Triangle,2
Trapped,1
sleepless,1
effectiveness,3
rock-solid,3
gangster,1
bank,2
robberies,2
father-and-son,2
dynamics,2
generated,2
angle,2
exhausted,1
documentarians,2
shockingly,2
Signs,2
conversion,2
fisher,2
hooks,2
delighted,3
Parents,2
predecessors,3
Maid,2
inspection,2
Lily,2
Chou-Chou,2
plaintiveness,1
Ferrara,2
wins,2
screenwriters,2
dig,2
toss,2
Dungeons,2
Dragons,2
military,2
weaponry,2
skateboard,2
anthropology,2
inspirational,4
sturdiness,2
solidity,2
sulky,1
overcoming-obstacles,2
sports-movie,2
Daringly,2
feisty,2
Biggie,2
Tupac,2
presentation,2
Longest,2
Yard,2
Guy,2
Ritchie,2
immune,2
folly,2
proof,2
anniversary,2
edition,2
calls,2
retrospectively,2
Hugely,2
featuring,2
shockwaves,2
gratify,2
suspected,2
corrupt,1
weasels,2
eponymous,2
1980,2
lingered,2
solely,2
Ford,2
administration,2
complicity,2
tearing,2
orphans,2
save,2
super-wealthy,2
megalomaniac,2
bent,2
domination,2
punctuated,2
bloodshed,2
hoopla,2
parent-child,2
flinching,1
Renner,2
chillingly,3
unemotive,1
focused,2
reopens,2
succumbs,2
sensationalism,2
projects,2
doubts,2
yearnings,2
broader,2
intermingling,2
naivet茅,2
sophistication,2
Blessed,4
producing,2
answering,2
Kissing,3
Steinis,2
genre-busting,4
hyped,2
safe,3
Ice-T,2
Cool-J,2
shootings,2
rotten,1
California,2
Turturro,2
fabulously,3
sneaky,2
butler,2
disappearing\/reappearing,2
Meant,2
Wars,2
develops,2
feelings,2
Yorkers,2
footnote,2
meow,2
purr,3
Laramie,2
Project,2
reminding,2
crude,1
fast-paced,3
incorporates,2
divisions,2
nonfiction,2
argument,2
degrading,2
leading,2
revealed,2
dispassionate,1
Gantz,2
pasty,2
lumpen,1
pithy,2
steadily,2
building,2
burst,2
Fred,2
Englishmen,2
mortality,2
views,2
affluence,3
directive,2
protect,2
code,2
costs,2
blur,2
merge,2
Tout,2
excites,4
tickles,3
bone,2
reassuringly,2
formulaic,1
charge,2
daring,2
Vardalos,2
Corbett,2
Joel,2
Zwick,2
Bill,2
A-list,3
contentedly,3
Belinsky,2
Each,2
prison,2
bars,2
Brother-Man,2
lapping,2
kicks,2
gear,2
Godard,2
impenetrable,2
Horns,2
Halos,2
serendipity,2
immediacy,2
sucks,0
dares,2
treats,2
Ana,2
Captivates,3
affectation-free,2
plunge,2
louts,2
climbing,2
steps,2
stadium-seat,2
depictions,2
address,2
workers,2
pleasantly,3
predictably,1
superlative,3
rousing,3
prone,2
indignation,1
susceptible,2
blue,2
Jordan,2
jealous,1
Bow,2
riled,2
poetics,2
savor,3
intersect,2
occurs,2
rekindles,3
muckraking,2
soul-searching,3
Are,2
headline-fresh,2
orthodox,2
Jews,2
Bank,2
Cedar,2
Favor,3
addressing,2
compromising,2
Chateau,2
light-heartedness,2
Tunisian,2
Feeling,2
dope,3
Queens,2
gawky,1
Spall,2
reveal,2
sparked,2
50s,2
bubbles,2
C.,2
Walsh,2
Pipe,2
Dream,3
spectrum,2
nit-picky,1
hypocrisies,2
Marquis,3
pastel,2
landscapes,2
Hutchins,2
Zelda,2
fate,2
Monte,2
Cristo,2
well-wrought,3
omits,1
needless,1
chase,2
swordfights,2
evolved,2
superstar,3
quirkily,2
shadow,2
30-year,2
back-story,2
placing,2
coma-like,2
inescapably,2
skyscraper-trapeze,2
Driven,2
dual,2
well-put-together,3
trailer,2
park,2
drive,2
chiefly,2
faster,2
impressionable,2
video-game-based,2
upfront,2
linearity,2
departure,2
expands,2
innocence,2
super-powers,2
super-simple,2
super-dooper-adorability,3
intact,2
matured,2
toast,2
indictment,2
unbridled,2
greed,2
materalism,2
unhibited,3
hardship,2
stitch,1
asylum,2
Jia,2
bonanza,2
outlandish,1
puns,1
appreciated,3
Tashlin,2
recapitulation,3
deny,2
seriousness,2
non-exploitive,2
characteristically,2
Clancy,2
shifty,2
addresses,2
anxieties,2
sidesteps,2
Daniel,2
shackles,2
espionage,2
decisive,3
elite,3
determine,2
proceed,2
implodes,1
heights,2
respites,2
humming,2
edits,3
Moulin,2
purposeful,2
overdoing,1
metaphors,2
opaque,2
didacticism,2
mystical,3
daredevils,2
Inventive,3
intoxicatingly,2
self-indulgent,1
maddening,1
Comedian,2
naturally,2
crave,2
serene,3
jolted,2
gourd,2
drop,2
enthusiastically,3
invokes,2
percussion,2
brass,2
competition,2
marching,2
bands,2
football,2
Sheds,2
flashes,2
psychology,2
require,2
couch,2
slap-happy,3
Viveka,2
Sven,2
Japanimator,2
Hayao,2
Spirited,3
Away,2
survives,2
BV,2
re-voiced,2
ache,1
mortal,2
Captures,2
However,1
slights,2
telegraphed,2
blithe,2
exchanges,2
tug,2
Bolstered,2
economics,2
ghetto,1
fabulousness,4
fundamentally,2
closest,2
achival,2
escaped,2
biggest,3
kiosks,2
palette,2
blues,1
pinks,2
dreamy,3
manically,2
vaudeville,2
Tony,2
Gayton,2
D.J.,2
Caruso,2
grimy,2
gravitational,3
considerably,2
puerile,1
shine,4
well-developed,3
Vera,2
curse,1
instilled,2
mores,2
down-home,2
flavor,2
Depending,2
Sharpie,2
disgust,0
giggles,3
Bollywood\/Hollywood,2
keenest,2
Bombay,2
musicals,2
conceal,2
inextricably,2
entwined,2
Janice,2
Eileen,2
wide-eyed,3
teeth,2
infuses,3
slender,2
glinting,2
Sure,2
winningly,3
intolerance,2
deform,2
Rudd,2
therapy-dependent,2
flakeball,1
spouting,2
malapropisms,2
nonstop,2
lovable-loser,2
trusts,2
Stallion,2
Cimarron,2
stasis,2
arrest,2
lika,2
accents,2
Baio,2
computer-generated,2
names,2
Wonder,2
infantilized,2
infantile,1
cop,2
Sensual,3
Angel,3
Aurelie,2
Christelle,2
nightmarish,1
fairytale,3
mind-bending,3
qatsi,2
Godfrey,2
Reggio,2
Philip,2
Glass,2
Police,2
Academy,2
Proof,2
Kenneth,2
Branagh,2
300,2
interact,2
formulas,2
messing,1
big-bug,2
Egoyan,2
Ararat,2
Praise,3
fuses,2
accused,2
undisciplined,0
suggests,2
Coen,2
shoestring,2
unevenly,2
Lynch-like,2
rotting,1
Middle,2
piquant,2
civil,2
disobedience,2
anti-war,2
movements,2
Rifkin,2
references,2
lying,1
ribcage,2
Kung,2
Pow,3
residences,2
carved,2
strictness,2
hallelujah,2
favors,2
multi-layered,3
humanist,2
geographical,2
displacement,1
abandoned,2
consoled,2
Spectacular,4
Orc,2
Uruk-Hai,2
finely,3
Tres,2
Nia,2
worldly-wise,2
appetizer,2
testimony,2
capacity,2
Germanic,2
quirkiness,2
Morton,2
lushly,2
recorded,2
amoral,1
pursuing,2
bone-chilling,3
Statham,2
crime-land,2
cyber,2
hymn,2
renowned,3
splendor,3
tearful,2
gaze,2
untrained,2
lavish,3
formalism,2
intellectual,2
shape-shifting,2
brushes,3
calamity,2
profits,3
efficient,3
overwhelming,1
creepiness,1
eagerness,2
scriptwriters,2
blips,2
duration,2
Superbly,3
staged,2
stellar,3
tight,3
miraculous,4
DreamWorks,2
stirs,2
lightest,2
recharged,3
Edward,2
History,2
magnetic,2
quirks,2
fondness,3
high-wattage,3
brainpower,2
coupled,2
unfakable,2
leanest,2
meanest,2
misanthropic,1
defies,2
Down,2
messy,1
practiced,2
curmudgeon,2
momentum,2
Lasker,2
meditative,3
distances,2
Byron,2
Luther,2
satisfaction,3
diabolical,2
guessed,2
self-aware,2
self-mocking,2
risky,1
eloquent,4
memorial,2
Trade,2
Center,2
conclusive,2
personalities,2
Patriot,3
Games,2
wallop,2
evokes,2
rebel,2
insouciance,2
embedded,2
demise,2
flee,1
seduced,3
pathetic,0
teenager,2
self-inflicted,2
retaliation,2
Santa,2
Clause,2
streamlined,2
Now,2
Show,2
addict,1
admit,2
complaint,1
re-creations,2
miserably,0
suffer,2
dreadfulness,0
ever-watchful,3
centering,2
traditional,3
Delhi,2
specialized,2
Mira,2
absolute,2
cheat,1
effectively,2
surefire,2
beloved,3
genres,2
pandering,1
seesawing,2
recklessness,2
Death,1
Smoochy,3
DeVito,2
Kapur,2
ghastly,1
Amid,2
populist,2
underscore,2
hard-pressed,1
fatter,2
Parris,2
Enigma,2
Munch,2
tenderly,2
float,2
grabs,2
shakes,2
vigorously,2
hardscrabble,2
Margaret,2
Thatcher,2
ruinous,2
manic,1
millennial,2
brusqueness,2
undying,2
politesse,2
Marvin,2
Gaye,2
Supremes,2
buoy,2
threatens,1
bogged,2
dramaturgy,1
surge,2
swirling,3
rapids,2
leap,2
pinnacle,3
rouses,2
horses,2
audacious,2
fairy-tale,2
produces,2
re-creation,1
war-torn,2
Croatia,2
uncomfortably,2
Left,2
sensation,3
right-thinking,2
Crammed,2
bristles,2
splashy,2
easier,2
die-hard,2
connoisseurs,2
big-screen,2
D.,2
Ridley,2
Woven,2
handsomely,3
recalling,2
sixties,2
rockumentary,2
milestones,2
Lonely,1
Look,2
happening,2
blissfully,3
rebellion,2
misdirected,1
Works,2
smug,1
sanctimonious,1
participatory,2
malnourished,1
intellectuals,2
gulp,2
frenzy,2
sham,2
raw-nerved,2
highlight,3
rhapsodic,3
jumps,2
creations,2
psycho,2
Sillier,1
cuter,3
elusive,2
soap-opera,1
entity,2
strangling,2
Zhuangzhuang,2
triumphantly,3
Shot,2
chronicles,2
captors,2
befuddled,1
captives,2
Bob,2
Spectacularly,4
replete,2
virtuoso,3
throat-singing,2
Sparse,1
transporting,2
re-imagining,2
1930s,2
Case,2
survived,2
sweet-tempered,3
knee-jerk,2
misogyny,1
Argento,3
26,2
out-to-change-the-world,3
aggressiveness,2
bled,2
Brash,2
erotically,1
perplexing,2
Austrian,2
suppression,2
tucked,2
integrating,2
foreground,2
forest,2
wearing,2
cumbersome,1
3D,2
goggles,2
Hush,2
reward,3
large-format,3
suited,3
regalia,2
transcendence,3
gutsy,3
surf,2
thrillingly,3
stoked,3
off-center,2
populates,2
routine,2
Awesome,4
ineffable,3
inexplicably,2
Sparkling,3
Attal,2
DeNiro,2
Husband,2
Travis,2
Bickle,2
agnostic,2
carnivore,2
Jonah,2
lunacy,1
pronounced,2
Pythonesque,2
Where,2
all-French,2
marveilleux,3
Manoel,2
Oliviera,2
Audiences,2
advised,2
squint,2
noticing,2
egregious,2
lip-non-synching,2
Nicks,2
exaggerated,2
twisting,2
whoopee-cushion,2
market,2
half-asleep,2
enjoyably,4
frothy,2
genius,4
volumes,2
hallucinatory,2
dreamscape,2
frustrates,1
captivates,3
Weeks,2
Notice,2
Sandra,2
ambience,2
unsurprising,1
delectable,4
demented,1
Malkovich,2
contrasting,2
sleekness,3
fresh-faced,3
big-hearted,4
kiddies,2
cheeky,3
concession,2
Mana,2
hurt,1
slack,2
Abderrahmane,2
Sissako,2
Heremakono,2
Waiting,2
Happiness,3
elegiac,2
transit,2
coast,2
struggling,1
influences,2
table,2
manners,2
tattoo,2
hookers,2
high-end,2
Hughes,2
Elder,2
enriched,3
imaginatively,3
antic,2
subtlest,2
complexly,2
rarest,2
family-oriented,3
non-Disney,2
belt,2
undogmatic,2
Deep,2
enveloping,2
breathe,2
forcing,1
contrivance,2
clich茅-riddled,1
Showtime,2
fine-looking,3
clutch,2
punctuation,2
Awards,2
date-night,2
cruelly,0
tricks,2
gracious,3
ray,2
forever,2
adorable,4
lamentations,2
self-centered,1
pivotal,2
disregard,2
bias,1
temptingly,2
twentysomething,2
hotsies,2
hard-driving,3
narcissism,1
Maryam,2
Bladerunner,2
sci,2
adventures,3
attempted,2
scale,2
ethnicities,2
talk,2
Hunnam,2
twinkling,3
Dickensian,2
Niccol,2
insinuating,2
Khouri,2
extremes,2
screwball,2
continuum,2
Impresses,3
assembled,2
Manhunter,2
Arthouse,2
symbolism,2
pity,1
catharsis,2
funk,2
light-hearted,3
sole,2
A.C.,2
woven,2
skilfully,3
aerial,2
awesome,4
overflows,3
Majid,2
shoe-loving,2
crippled,0
G-rated,2
squirming,1
alternatives,2
prominent,3
Richly,3
suggestive,2
readings,2
Germany,2
democratic,2
Weimar,2
Republic,2
guilt-free,3
budding,2
wallflower,2
Disappointingly,1
included,2
compensated,2
off-the-wall,2
playfulness,2
outlandishness,2
Scottish,2
lady,3
painterly,2
flower-power,2
Bluer,2
biologically,3
Really,2
pan-American,2
video-shot,2
Peppering,2
Norwegian,2
folktales,2
Villeneuve,2
Ong,2
promising,3
well-told,3
Fatale,2
redeems,2
Ya-Yas,2
otherworldly,3
freaky,2
scare,1
lend,2
Herrmann,2
avuncular,2
chortles,2
trite,1
overused,1
Earth,2
rustic,2
Ravel,2
Bolero,2
crescendo,2
encompasses,2
paths,2
plotless,1
admitted,2
humorless,0
Indeed,2
shock-you-into-laughter,3
Dadaist,2
proportions,2
adequate,2
Human,2
Nature,2
shallow,2
representing,2
cross-section,2
bounds,2
rat-a-tat,2
maintaining,2
tackling,2
social\/economic\/urban,2
dead-on,3
Jarecki,2
Gibney,2
explain,2
diplomat,2
tweaked,2
statecraft,2
millions,2
spaniel-eyed,2
Hubert,2
slugfest,2
decisively,2
Friends,2
independent,2
satiric,2
toothless,1
truths,3
compressed,2
evanescent,2
seamless,3
stream,2
Intelligent,4
dubious,1
wasted,1
true-crime,2
hell-jaunt,1
purists,2
experimental,2
Eerily,2
slickest,3
Charming,4
clumsy,1
Directed,2
Mitchell,2
handily,3
Notting,2
heft,2
Escapes,2
infusing,2
bark,2
bow-wow,2
surrounding,2
hyper-artificiality,1
racism,0
homophobia,2
deliberative,2
lifestyle,2
characterized,2
surface-obsession,2
typifies,2
delirium,2
extant,2
stardom,2
Superb,4
Bale,2
nine-year-old,2
arcane,2
exposure,2
pause,2
Diverting,2
cope,2
impart,2
bludgeoning,1
Coy,2
Ving,2
Rhames,2
competence,3
suspect,2
Tackles,2
life-embracing,3
tendency,3
sag,2
closing,2
civilization,2
cure,2
Rudy,2
Lodge,2
sweat,2
clarify,2
trickster,2
laden,2
baggage,2
tinged,2
undertones,2
writer\/director,2
kindred,2
Forget,1
Julianne,2
Shohei,2
quietude,2
lived-in,2
Schultz,2
shades,2
Katz,2
panache,2
Papa,2
spanning,2
suspending,2
surehanded,3
desolate,1
infuse,2
rocky,2
sibling,2
reconciliation,2
open-ended,2
concrete,2
minimalist,2
Auteuil,2
MIBII,2
rote,2
extravagantly,3
sporadically,2
O,2
Fantasma,2
boldly,2
confidently,3
orchestrated,2
aesthetically,2
sexually,2
rightly,3
Nicky,2
extends,2
supple,2
athlete,2
indomitability,2
Jonze,2
risks,2
missing,2
gracefully,3
gratuitous,2
distractions,1
immersive,3
hyper-realistic,3
outer-space,2
Space,2
Station,2
unmistakable,2
joie,2
vivre,2
Stein,2
hostage,2
generic,1
seek,2
Sleepless,2
Seattle,2
lean,2
India,2
Gulzar,2
Jagjit,1
Singh,2
Wild,3
Imax,2
size,2
ladles,2
local,3
flavour,2
clashing,2
pizza,2
fallibility,2
Holofcener,2
